date,rank,player_name,team,positions,fp_player_id,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,K,SLG,OPS,rost_pct_consensus,rost_pct_yahoo,rost_pct_espn
2026-06-23,83,Spencer Horwitz,PIT,1B,45347,44,10,2,6,0,.273,.396,12,3,0,6,9,.477,.874,20%,24%,15%
2026-06-23,84,Taylor Walls,TB,SS,43756,29,4,0,4,5,.276,.361,8,2,0,5,8,.345,.706,1%,1%,0%
2026-06-23,85,Freddie Freeman,LAD,1B,3365,47,10,3,6,0,.234,.368,11,2,0,8,9,.468,.837,98%,99%,96%
2026-06-23,86,Luke Keaschall,MIN,2B,47176,41,10,1,3,1,.317,.429,13,2,0,7,7,.439,.868,54%,60%,47%
2026-06-23,87,Lane Thomas,KC,"LF,CF,RF",8293,44,7,3,8,0,.250,.340,11,3,0,5,9,.523,.863,2%,2%,1%
2026-06-23,88,Yandy Diaz,TB,"1B,DH",6677,48,6,1,8,0,.333,.441,16,2,0,9,9,.438,.878,94%,96%,91%
2026-06-23,89,Dansby Swanson,CHC,SS,5965,35,8,1,3,4,.200,.333,7,2,0,7,10,.343,.676,44%,59%,29%
2026-06-23,90,Mookie Betts,LAD,SS,4921,53,10,2,2,1,.283,.333,15,3,0,4,9,.453,.786,96%,97%,94%
2026-06-23,91,Ryan Kreidler,MIN,"3B,SS,CF",44371,23,6,1,7,0,.435,.500,10,1,1,3,2,.696,1.196,0%,0%,0%
2026-06-23,92,Casey Schmitt,SF,"1B,2B,3B,LF,DH",43913,46,3,1,4,2,.370,.383,17,3,0,0,8,.500,.883,83%,84%,81%
2026-06-23,93,Kyle Tucker,LAD,"RF,DH",6006,44,5,1,10,2,.227,.340,10,1,0,7,14,.318,.658,99%,99%,99%
2026-06-23,94,Victor Caratini,MIN,"C,1B,DH",5080,30,7,2,6,0,.333,.429,10,2,0,5,5,.600,1.029,4%,5%,3%
2026-06-23,95,Wilyer Abreu,BOS,"LF,CF,RF",45630,45,6,2,7,1,.267,.333,12,4,0,5,10,.489,.822,69%,80%,59%
2026-06-23,96,Kyle Karros,COL,3B,47850,36,9,1,4,0,.361,.395,13,2,1,2,5,.556,.950,1%,2%,1%
2026-06-23,97,Jonah Heim,ATH,"C,DH",6457,29,4,3,5,0,.379,.424,11,2,0,3,5,.759,1.183,1%,2%,1%
2026-06-23,98,Ian Happ,CHC,LF,6008,43,10,2,3,2,.209,.286,9,1,0,5,13,.372,.658,88%,91%,86%
2026-06-23,99,Joe Mack,MIA,C,44681,29,9,2,3,0,.345,.441,10,1,0,4,5,.586,1.027,2%,3%,2%
2026-06-23,100,Luis Arraez,SF,"1B,2B,DH",8162,49,7,1,5,1,.306,.346,15,3,2,3,1,.510,.856,83%,81%,86%
2026-06-23,101,Carson Kelly,CHC,C,6253,20,6,2,8,0,.300,.417,6,1,0,4,4,.650,1.067,11%,10%,12%
2026-06-23,102,Brandon Marsh,PHI,"LF,CF,RF",7393,51,8,2,6,2,.196,.241,10,2,0,2,20,.353,.594,54%,65%,42%
2026-06-23,103,Shea Langeliers,ATH,"C,DH",8246,50,8,3,7,0,.220,.264,11,3,0,3,11,.460,.724,99%,99%,99%
2026-06-23,104,Michael Massey,KC,"2B,LF",45756,39,7,1,7,1,.256,.293,10,3,0,2,4,.410,.703,2%,3%,1%
2026-06-23,105,Isiah Kiner-Falefa,BOS,"2B,3B,SS",7662,29,6,1,1,3,.310,.394,9,1,0,4,3,.448,.842,1%,2%,1%
2026-06-23,106,Willson Contreras,BOS,1B,5919,48,8,3,6,0,.229,.327,11,3,0,3,18,.479,.806,66%,93%,38%
2026-06-23,107,Alec Bohm,PHI,"1B,3B",7921,48,4,2,11,0,.250,.275,12,1,0,2,7,.396,.670,31%,44%,18%
2026-06-23,108,Anthony Volpe,NYY,SS,43704,36,6,0,5,1,.361,.452,13,2,1,6,9,.472,.925,6%,6%,5%
2026-06-23,109,Andrew Benintendi,CWS,"LF,DH",5972,30,5,3,8,0,.233,.281,7,1,0,2,4,.567,.848,3%,3%,4%
2026-06-23,110,Taylor Ward,BAL,LF,6071,56,11,2,2,0,.268,.379,15,1,0,8,12,.393,.772,82%,86%,78%
2026-06-23,111,Kody Clemens,MIN,"1B,2B,LF,CF,RF",10049,52,6,3,9,0,.212,.255,11,2,0,3,9,.423,.678,25%,32%,18%
2026-06-23,112,Matt Olson,ATL,1B,5718,41,6,3,4,0,.293,.370,12,0,0,5,8,.512,.882,99%,99%,99%
2026-06-23,113,Gabriel Moreno,ARI,C,44003,37,3,2,4,1,.351,.467,13,3,0,7,5,.595,1.061,44%,49%,40%
2026-06-23,114,Jake Mangum,PIT,"LF,CF,RF",45619,43,4,0,4,2,.349,.364,15,4,0,1,5,.442,.806,4%,6%,3%
2026-06-23,115,Brandon Lowe,PIT,2B,7236,49,7,3,8,0,.204,.273,10,3,0,5,15,.449,.722,88%,91%,86%
2026-06-23,116,Matt Chapman,SF,3B,6315,39,5,3,8,0,.231,.354,9,1,0,6,11,.487,.841,75%,84%,66%
2026-06-23,117,Gavin Sheets,SD,"1B,LF,RF,DH",43643,45,5,2,8,1,.222,.286,10,3,0,4,14,.422,.708,14%,13%,15%
2026-06-23,118,Nathan Church,STL,"LF,CF,RF",47315,36,8,0,2,1,.361,.439,13,3,1,5,9,.500,.939,2%,2%,1%
2026-06-23,119,JJ Bleday,CIN,"LF,CF,RF,DH",24863,46,9,3,7,0,.174,.316,8,3,0,9,12,.435,.751,55%,56%,54%
2026-06-23,120,Brandon Nimmo,TEX,"LF,CF,RF,DH",4685,53,4,0,4,1,.359,.370,19,8,0,1,9,.509,.880,75%,78%,71%
2026-06-23,121,Alex Bregman,CHC,"3B,DH",5973,37,7,1,6,0,.297,.440,11,1,0,9,4,.405,.845,90%,92%,89%
2026-06-23,122,J.T. Realmuto,PHI,C,5371,38,5,2,9,1,.184,.225,7,2,0,2,11,.395,.620,16%,17%,14%
2026-06-23,123,Jose Siri,LAA,"LF,CF",5727,36,5,2,7,1,.222,.293,8,0,0,3,9,.389,.682,0%,0%,0%
2026-06-23,124,Tyler Callihan,PIT,"2B,LF,RF",19848,30,6,2,5,0,.300,.400,9,0,1,4,10,.567,.967,1%,2%,1%
2026-06-23,125,Michael Busch,CHC,1B,23859,39,4,2,6,1,.256,.420,10,1,0,9,7,.436,.856,64%,85%,42%
2026-06-23,126,Colson Montgomery,CWS,"3B,SS",44692,35,5,4,7,0,.171,.237,6,1,0,3,14,.543,.780,68%,91%,45%
2026-06-23,127,Leody Taveras,BAL,"CF,RF",39153,49,6,0,5,2,.265,.275,13,2,3,1,16,.429,.703,2%,2%,1%
2026-06-23,128,Matt Shaw,CHC,"2B,3B,RF,DH",47221,24,6,1,7,0,.292,.370,7,0,2,2,6,.583,.954,6%,8%,3%
2026-06-23,129,Jake McCarthy,COL,"LF,CF,RF",8273,34,5,1,5,0,.353,.389,12,2,1,2,5,.559,.948,9%,12%,7%
2026-06-23,130,Spencer Torkelson,DET,1B,43877,41,6,3,6,0,.220,.319,9,2,0,6,16,.488,.807,31%,42%,20%
2026-06-23,131,Riley Greene,DET,"LF,CF,RF,DH",19457,42,7,3,5,0,.214,.327,9,0,0,8,14,.429,.756,91%,97%,84%
2026-06-23,132,Jo Adell,LAA,"LF,CF,RF",6899,60,11,0,4,0,.267,.323,16,6,0,3,15,.367,.690,61%,83%,38%
2026-06-23,133,Brice Turang,MIL,2B,6817,53,6,2,8,1,.189,.232,10,3,0,3,20,.359,.591,99%,99%,98%
2026-06-23,134,Christian Yelich,MIL,"LF,DH",4596,48,10,1,4,1,.208,.291,10,2,0,6,14,.313,.603,84%,93%,75%
2026-06-23,135,Blaze Jordan,STL,"1B,3B",7389,37,5,1,8,0,.270,.282,10,2,1,1,4,.460,.742,13%,16%,11%
2026-06-23,136,Mark Vientos,NYM,"1B,3B,DH",6940,19,4,2,6,0,.316,.333,6,0,0,1,5,.632,.965,4%,5%,3%
2026-06-23,137,Carson Benge,NYM,"LF,CF,RF",7354378,49,8,2,3,1,.225,.283,11,0,1,3,13,.388,.671,32%,44%,20%
2026-06-23,138,Isaac Collins,KC,"LF,RF",44316,43,6,0,7,1,.256,.319,11,4,0,3,6,.349,.668,1%,1%,1%
2026-06-23,139,Randy Arozarena,SEA,"LF,CF",6962,19,4,1,4,1,.368,.400,7,0,0,1,3,.526,.926,94%,98%,90%
2026-06-23,140,Jared Triolo,PIT,"1B,2B,3B,SS",44918,37,4,0,3,3,.270,.357,10,3,0,4,11,.351,.709,1%,1%,0%
2026-06-23,141,Andrew Vaughn,MIL,1B,22216,27,2,1,7,0,.370,.514,10,4,0,8,4,.630,1.144,17%,28%,6%
2026-06-23,142,Josh Naylor,SEA,"1B,DH",6054,43,4,2,7,1,.209,.261,9,2,0,3,5,.395,.656,81%,92%,69%
2026-06-23,143,Kevin McGonigle,DET,"3B,SS",47220,44,7,2,4,0,.250,.389,11,3,0,10,6,.455,.843,92%,92%,93%
2026-06-23,144,Nolan Schanuel,LAA,1B,47177,31,6,1,4,0,.323,.462,10,1,0,5,3,.452,.913,7%,10%,4%
2026-06-23,145,Brett Sullivan,COL,C,7838,18,4,3,4,0,.278,.300,5,0,0,1,2,.778,1.078,0%,0%,0%
2026-06-23,146,Jonathan Aranda,TB,1B,45018,46,3,1,7,0,.304,.385,14,1,0,4,8,.391,.776,63%,84%,41%
2026-06-23,147,Ryan Vilade,TB,"1B,LF,RF",7483,28,3,2,4,1,.286,.323,8,2,0,2,7,.571,.894,1%,1%,0%
2026-06-23,148,Garrett Mitchell,MIL,"CF,RF",6859,45,8,2,3,0,.244,.277,11,2,0,2,15,.422,.699,5%,6%,3%
2026-06-23,149,Lars Nootbaar,STL,"LF,CF,RF",44339,42,8,1,4,0,.262,.347,11,2,0,6,11,.381,.728,6%,5%,6%
2026-06-23,150,Jose Altuve,HOU,"2B,LF,DH",4334,46,4,3,8,0,.196,.245,9,1,0,3,16,.413,.658,82%,85%,79%
2026-06-23,151,Braden Montgomery,CWS,"CF,RF",44743,42,7,1,5,0,.262,.311,11,5,0,3,11,.452,.764,16%,21%,12%
2026-06-23,152,Colton Cowser,BAL,"LF,CF,RF",44669,41,6,2,5,1,.195,.313,8,0,0,6,13,.342,.654,7%,10%,4%
2026-06-23,153,Luisangel Acuna,CWS,"2B,SS,CF",43726,20,1,1,4,2,.350,.350,7,0,0,0,3,.500,.850,1%,1%,1%
2026-06-23,154,Kerry Carpenter,DET,"LF,RF,DH",45596,33,5,2,7,0,.212,.297,7,1,0,2,9,.424,.722,25%,40%,10%
2026-06-23,155,Cedric Mullins II,TB,CF,7400,35,3,1,3,2,.286,.375,10,0,0,4,12,.371,.746,3%,4%,2%
2026-06-23,156,Jordan Walker,STL,"LF,RF",43830,55,2,2,11,0,.218,.241,12,2,0,2,12,.364,.605,95%,95%,95%
2026-06-23,157,Eugenio Suarez,CIN,"3B,DH",5332,47,3,3,9,0,.192,.192,9,2,0,0,20,.426,.617,62%,78%,46%
2026-06-23,158,Max Muncy,ATH,"2B,3B,SS",44711,29,4,2,9,0,.172,.219,5,1,0,2,7,.414,.633,5%,7%,3%
2026-06-23,159,Heriberto Hernandez,MIA,"LF,RF,DH",43723,36,5,2,5,0,.250,.290,9,2,0,2,11,.472,.762,1%,2%,1%
2026-06-23,160,Cooper Pratt,MIL,SS,47211,20,2,0,2,3,.350,.391,7,0,0,2,4,.350,.741,5%,7%,4%
2026-06-23,161,Curtis Mead,WSH,"1B,2B,3B",39303,40,5,3,8,0,.150,.244,6,0,0,3,7,.375,.619,13%,19%,8%
2026-06-23,162,Cole Young,SEA,2B,46287,52,6,2,4,0,.250,.278,13,1,0,1,5,.385,.662,10%,11%,9%
2026-06-23,163,Jordan Lawlar,ARI,"3B,LF,CF",44664,20,3,0,2,3,.300,.417,6,1,0,2,4,.350,.767,6%,8%,3%
2026-06-23,164,Rafael Devers,SF,"1B,DH",5175,40,5,3,4,0,.225,.354,9,3,0,8,10,.525,.879,79%,94%,65%
2026-06-23,165,Troy Johnston,COL,"1B,LF,RF,DH",45280,30,5,1,6,0,.267,.395,8,3,0,5,3,.467,.861,12%,14%,11%
2026-06-23,166,Blake Dunn,CIN,"LF,CF,RF",47530,42,7,0,0,3,.238,.333,10,2,0,5,9,.286,.619,1%,1%,1%
2026-06-23,167,Jeremiah Jackson,BAL,"2B,3B,RF",43690,17,4,1,4,1,.294,.294,5,1,0,0,1,.529,.824,7%,6%,8%
2026-06-23,168,Ryan O'Hearn,PIT,"1B,LF,RF,DH",6681,51,3,2,8,0,.235,.235,12,2,0,0,17,.392,.628,63%,60%,65%
2026-06-23,169,Michael Harris II,ATL,CF,43924,34,6,1,1,1,.294,.314,10,2,0,1,11,.441,.756,91%,95%,86%
2026-06-23,170,Colt Emerson,SEA,"3B,SS",47193,30,4,2,6,1,.167,.219,5,0,0,2,11,.367,.585,18%,23%,14%
2026-06-23,171,Jasson Dominguez,NYY,"LF,CF,RF,DH",8513,32,3,1,1,3,.250,.273,8,3,0,1,7,.438,.710,11%,15%,6%
2026-06-23,172,Nick Loftin,KC,"2B,3B,LF",43837,33,3,1,5,1,.273,.351,9,4,1,4,7,.546,.897,0%,0%,0%
2026-06-23,173,Daulton Varsho,TOR,"LF,CF",7551,8,3,1,3,2,.250,.333,2,0,0,1,3,.625,.958,17%,23%,10%
2026-06-23,174,Nicky Lopez,TEX,"2B,3B,SS",7530,34,3,0,1,2,.353,.389,12,1,0,1,2,.382,.771,0%,0%,0%
2026-06-23,175,Jake Bauers,MIL,"1B,LF,RF",5090,37,6,2,6,0,.189,.348,7,0,0,8,17,.351,.699,68%,71%,65%
2026-06-23,176,Alika Williams,ATH,"2B,3B,SS",43800,24,3,1,3,0,.417,.440,10,5,0,1,4,.750,1.190,0%,0%,0%
2026-06-23,177,Isaac Paredes,HOU,"1B,3B,DH",10050,40,5,1,5,0,.275,.431,11,3,0,7,9,.425,.856,41%,48%,34%
2026-06-23,178,Vladimir Guerrero Jr.,TOR,"1B,DH",6050,39,4,1,7,0,.256,.286,10,1,0,2,5,.359,.645,99%,99%,100%
2026-06-23,179,Jacob Wilson,ATH,SS,47235,35,5,1,7,0,.229,.308,8,2,0,4,4,.371,.679,58%,64%,53%
2026-06-23,180,Tommy Troy,ARI,"2B,LF",47213,35,7,2,4,0,.200,.263,7,0,1,3,10,.429,.692,1%,1%,1%
2026-06-23,181,Angel Martinez,CLE,"2B,LF,CF,RF",44791,19,3,2,4,0,.316,.350,6,1,0,1,5,.684,1.034,18%,18%,18%
2026-06-23,182,Daylen Lile,WSH,"LF,RF,DH",44757,46,3,0,7,2,.217,.308,10,1,2,3,5,.326,.634,71%,75%,66%
2026-06-23,183,Keibert Ruiz,WSH,C,6912,33,5,1,2,0,.333,.353,11,1,0,0,2,.455,.808,13%,14%,13%
2026-06-23,184,A.J. Ewing,NYM,"2B,CF",48019,39,3,1,6,0,.282,.349,11,5,0,4,9,.487,.836,11%,16%,7%
2026-06-23,185,Patrick Bailey,CLE,C,8299,20,5,0,2,0,.450,.500,9,1,0,2,7,.500,1.000,1%,1%,1%
2026-06-23,186,Justin Crawford,PHI,CF,46277,31,4,0,3,1,.323,.344,10,1,0,1,10,.355,.699,5%,6%,4%
2026-06-23,187,Braxton Fulford,COL,"C,DH",45770,13,3,0,3,2,.308,.444,4,2,0,4,6,.462,.906,0%,0%,0%
2026-06-23,188,Jonny DeLuca,TB,"LF,CF,RF",45829,11,2,2,3,1,.273,.273,3,1,0,0,4,.909,1.182,1%,1%,0%
