date,rank,player_name,team,positions,fp_player_id,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,K,SLG,OPS,rost_pct_consensus,rost_pct_yahoo,rost_pct_espn
2026-06-24,39,Luis Garcia,WSH,"1B,2B,DH",7507,41,9,5,10,0,.268,.286,11,1,0,1,9,.659,.944,39%,50%,28%
2026-06-24,40,Kyle Stowers,MIA,"1B,LF,CF,RF,DH",22314,47,7,4,14,0,.255,.386,12,4,0,7,19,.596,.982,51%,73%,29%
2026-06-24,41,Dansby Swanson,CHC,SS,5965,38,9,2,7,4,.237,.348,9,3,0,7,10,.474,.822,44%,59%,29%
2026-06-24,42,Wilyer Abreu,BOS,"LF,CF,RF",45630,45,7,3,9,2,.289,.365,13,4,1,6,8,.622,.988,70%,81%,59%
2026-06-24,43,Donovan Walton,LAA,"2B,3B",10091,28,4,3,10,0,.500,.500,14,3,0,0,2,.929,1.429,2%,2%,2%
2026-06-24,44,Paul Goldschmidt,NYY,"1B,DH",4403,53,5,4,10,0,.340,.357,18,0,0,2,12,.566,.923,30%,38%,21%
2026-06-24,45,Jose Caballero,NYY,"2B,3B,SS,LF,RF",26984,39,7,2,11,2,.282,.348,11,1,0,4,12,.462,.809,53%,71%,35%
2026-06-24,46,Corbin Carroll,ARI,"CF,RF",23993,54,6,3,11,2,.259,.333,14,2,1,4,11,.500,.833,99%,99%,100%
2026-06-24,47,Denzer Guzman,LAA,"3B,SS",45207,46,7,3,11,1,.283,.353,13,2,0,5,9,.522,.875,4%,5%,2%
2026-06-24,48,Owen Caissie,MIA,"CF,RF,DH",43911,37,5,4,13,1,.243,.268,9,2,0,2,11,.622,.890,3%,4%,3%
2026-06-24,49,Jung Hoo Lee,SF,"CF,RF",48275,41,8,2,5,3,.317,.356,13,4,0,3,2,.561,.917,56%,48%,64%
2026-06-24,50,Colt Keith,DET,"1B,2B,3B,DH",43891,33,6,4,10,2,.212,.278,7,0,0,1,4,.576,.854,7%,9%,6%
2026-06-24,51,Tyler Soderstrom,ATH,"1B,LF",43845,45,11,3,7,0,.311,.426,14,3,0,8,9,.578,1.004,90%,95%,85%
2026-06-24,52,Bryce Harper,PHI,"1B,DH",4293,46,11,3,7,0,.304,.393,14,3,1,8,11,.609,1.002,98%,99%,98%
2026-06-24,53,Brandon Marsh,PHI,"LF,CF,RF",7393,54,9,3,8,2,.241,.268,13,3,0,2,20,.463,.731,54%,65%,42%
2026-06-24,54,Henry Bolte,ATH,"CF,RF",46304,41,5,2,5,4,.317,.408,13,1,0,5,12,.488,.896,7%,10%,4%
2026-06-24,55,Lawrence Butler,ATH,"CF,RF",45753,32,9,2,6,1,.375,.429,12,3,0,3,9,.656,1.085,23%,35%,10%
2026-06-24,56,Ceddanne Rafaela,BOS,"2B,CF",45510,51,6,2,9,3,.255,.255,13,5,0,0,10,.471,.726,63%,82%,44%
2026-06-24,57,Zach Neto,LAA,SS,46294,59,11,4,7,1,.220,.281,13,2,1,4,27,.492,.773,82%,98%,66%
2026-06-24,58,Freddie Freeman,LAD,1B,3365,52,11,3,8,0,.269,.397,14,4,0,9,10,.519,.916,98%,99%,96%
2026-06-24,59,Joe Mack,MIA,C,44681,33,10,3,5,0,.364,.447,12,1,0,4,5,.667,1.114,3%,4%,2%
2026-06-24,60,Mike Trout,LAA,"CF,RF,DH",3785,31,7,3,5,2,.323,.432,10,2,0,5,10,.677,1.110,96%,96%,97%
2026-06-24,61,Brooks Lee,MIN,"2B,3B,SS",46266,53,10,4,8,0,.245,.310,13,2,1,5,2,.547,.858,38%,41%,34%
2026-06-24,62,Bryce Eldridge,SF,"1B,DH",47216,40,6,4,9,0,.300,.429,12,1,0,9,9,.625,1.054,33%,45%,21%
2026-06-24,63,Carson Kelly,CHC,C,6253,22,9,2,10,0,.318,.464,7,2,0,6,4,.682,1.146,12%,11%,12%
2026-06-24,64,Cody Bellinger,NYY,"LF,CF,RF",6045,48,8,2,6,3,.250,.357,12,2,0,8,7,.417,.774,99%,99%,99%
2026-06-24,65,Manny Machado,SD,"3B,DH",3778,52,7,3,11,0,.269,.328,14,7,0,5,11,.577,.905,93%,96%,91%
2026-06-24,66,Seiya Suzuki,CHC,"LF,RF,DH",6973,40,7,1,10,0,.375,.479,15,5,0,8,13,.575,1.054,84%,90%,78%
2026-06-24,67,Nick Loftin,KC,"2B,3B,LF",43837,38,7,2,7,1,.342,.405,13,4,1,4,7,.658,1.063,1%,1%,1%
2026-06-24,68,Cole Carrigg,COL,CF,47210,44,8,3,8,1,.250,.377,11,1,1,8,10,.523,.900,11%,15%,8%
2026-06-24,69,CJ Abrams,WSH,SS,19879,45,9,3,6,1,.267,.267,12,2,0,0,9,.511,.778,98%,98%,97%
2026-06-24,70,Victor Caratini,MIN,"C,1B,DH",5080,34,8,3,7,0,.324,.410,11,2,0,5,5,.647,1.057,6%,8%,4%
2026-06-24,71,Jeremy Pena,HOU,SS,43642,44,6,3,6,2,.273,.319,12,2,0,3,9,.523,.842,73%,87%,59%
2026-06-24,72,Dominic Canzone,SEA,"LF,RF,DH",45429,35,6,4,8,0,.286,.375,10,0,1,4,5,.686,1.061,17%,21%,13%
2026-06-24,73,Ozzie Albies,ATL,2B,5980,48,10,2,6,0,.313,.346,15,2,0,3,4,.479,.825,96%,96%,96%
2026-06-24,74,Hunter Goodman,COL,"C,DH",45393,53,8,4,8,0,.245,.298,13,1,0,4,17,.491,.789,91%,98%,84%
2026-06-24,75,Gunnar Henderson,BAL,"SS,DH",23372,54,10,3,7,0,.259,.365,14,1,1,8,11,.482,.847,98%,99%,97%
2026-06-24,76,Masyn Winn,STL,SS,43906,49,10,1,7,1,.286,.333,14,3,0,4,6,.408,.742,20%,34%,7%
2026-06-24,77,Mookie Betts,LAD,SS,4921,59,11,2,3,1,.288,.333,17,3,0,4,11,.441,.774,96%,97%,94%
2026-06-24,78,Brandon Nimmo,TEX,"LF,CF,RF,DH",4685,58,5,1,6,1,.362,.373,21,8,1,1,11,.586,.959,75%,78%,71%
2026-06-24,79,Jake Burger,TEX,1B,10074,43,5,3,8,0,.326,.423,14,2,0,7,13,.581,1.005,18%,25%,10%
2026-06-24,80,Ketel Marte,ARI,"2B,DH",5179,57,4,1,9,1,.333,.397,19,6,0,5,6,.491,.888,99%,99%,100%
2026-06-24,81,Max Muncy,LAD,3B,5207,42,6,2,11,0,.286,.434,12,4,0,9,9,.524,.958,75%,86%,63%
2026-06-24,82,Trevor Larnach,MIN,"LF,RF,DH",7176,38,6,2,7,0,.368,.415,14,2,0,2,5,.579,.994,6%,6%,6%
2026-06-24,83,Anthony Volpe,NYY,SS,43704,38,6,0,5,2,.395,.477,15,2,1,6,9,.500,.977,6%,6%,5%
2026-06-24,84,Sal Stewart,CIN,"1B,2B,3B,DH",46342,49,5,2,14,1,.204,.286,10,3,0,6,15,.388,.674,94%,94%,94%
2026-06-24,85,Esteury Ruiz,MIA,"LF,CF,RF",10086,22,5,1,3,3,.409,.500,9,4,0,1,6,.727,1.227,2%,3%,1%
2026-06-24,86,Liam Hicks,MIA,"C,1B,DH",48340,42,8,1,6,0,.357,.426,15,2,1,4,6,.524,.949,87%,83%,90%
2026-06-24,87,Andres Gimenez,TOR,"2B,SS",7049,34,7,1,3,3,.294,.342,10,3,0,0,9,.471,.813,12%,14%,10%
2026-06-24,88,Nolan Schanuel,LAA,1B,47177,35,7,2,6,0,.343,.465,12,1,0,5,4,.543,1.008,7%,10%,4%
2026-06-24,89,Daulton Varsho,TOR,"LF,CF",7551,14,5,2,5,2,.357,.400,5,2,0,1,4,.929,1.329,18%,24%,11%
2026-06-24,90,Spencer Horwitz,PIT,1B,45347,49,10,2,6,0,.265,.379,13,3,0,6,11,.449,.828,20%,24%,16%
2026-06-24,91,Edmundo Sosa,PHI,"2B,3B,SS,LF",6587,28,6,2,7,0,.357,.400,10,1,1,0,6,.679,1.079,1%,1%,0%
2026-06-24,92,Heriberto Hernandez,MIA,"LF,RF,DH",43723,39,7,3,6,0,.282,.333,11,3,0,3,11,.590,.923,1%,2%,1%
2026-06-24,93,Casey Schmitt,SF,"1B,2B,3B,LF,DH",43913,45,3,1,4,2,.378,.391,17,3,0,0,9,.511,.902,84%,85%,82%
2026-06-24,94,Ian Happ,CHC,LF,6008,48,11,2,3,2,.208,.278,10,1,0,5,15,.354,.632,88%,91%,86%
2026-06-24,95,Kyle Tucker,LAD,"RF,DH",6006,44,5,1,10,2,.227,.340,10,1,0,7,14,.318,.658,99%,99%,99%
2026-06-24,96,J.T. Realmuto,PHI,C,5371,38,6,2,11,1,.184,.244,7,3,0,3,12,.421,.665,16%,17%,14%
2026-06-24,97,Geraldo Perdomo,ARI,SS,43732,46,8,1,5,3,.217,.419,10,1,0,15,9,.304,.724,87%,92%,81%
2026-06-24,98,Ryan Kreidler,MIN,"3B,SS,CF",44371,27,6,1,7,0,.407,.467,11,1,1,3,2,.630,1.096,1%,1%,0%
2026-06-24,99,Jose Altuve,HOU,"2B,LF,DH",4334,47,6,3,8,0,.255,.300,12,2,0,3,15,.489,.789,82%,85%,79%
2026-06-24,100,Luke Keaschall,MIN,2B,47176,43,10,1,3,1,.302,.423,13,2,0,8,8,.419,.842,54%,60%,47%
2026-06-24,101,Brandon Lowe,PIT,2B,7236,54,8,3,8,0,.222,.283,12,4,0,5,16,.463,.746,88%,91%,86%
2026-06-24,102,Kyle Karros,COL,3B,47850,36,9,1,4,0,.361,.395,13,2,1,2,5,.556,.950,1%,2%,1%
2026-06-24,103,Blaze Alexander,BAL,"2B,3B,SS,LF,CF",8280,31,4,1,5,1,.419,.455,13,4,0,1,4,.645,1.100,12%,16%,7%
2026-06-24,104,Taylor Walls,TB,SS,43756,29,4,0,4,4,.310,.389,9,2,0,5,8,.379,.768,1%,1%,0%
2026-06-24,105,Willson Contreras,BOS,1B,5919,49,8,3,6,0,.245,.339,12,3,0,4,17,.490,.829,65%,93%,38%
2026-06-24,106,Michael Massey,KC,"2B,LF",45756,43,8,1,7,1,.256,.289,11,4,0,2,5,.419,.708,2%,3%,1%
2026-06-24,107,Isiah Kiner-Falefa,BOS,"2B,3B,SS",7662,26,6,1,1,3,.346,.433,9,1,0,4,2,.500,.933,1%,1%,1%
2026-06-24,108,Lane Thomas,KC,"LF,CF,RF",8293,49,7,3,8,0,.225,.309,11,3,0,5,10,.469,.779,2%,2%,1%
2026-06-24,109,Luis Arraez,SF,"1B,2B,DH",8162,46,7,1,5,1,.304,.347,14,3,2,3,0,.522,.869,83%,81%,86%
2026-06-24,110,Logan O'Hoppe,LAA,C,43987,36,4,2,5,0,.389,.405,14,3,0,1,9,.639,1.044,5%,8%,3%
2026-06-24,111,Gabriel Moreno,ARI,C,44003,41,4,2,4,1,.342,.449,14,3,0,7,5,.561,1.010,45%,50%,40%
2026-06-24,112,Jake McCarthy,COL,"LF,CF,RF",8273,38,5,1,5,1,.342,.390,13,2,1,3,5,.526,.917,12%,16%,9%
2026-06-24,113,Noelvi Marte,CIN,"3B,RF",8284,37,4,3,4,2,.243,.263,9,4,0,1,9,.595,.858,23%,37%,9%
2026-06-24,114,Andrew Benintendi,CWS,"LF,DH",5972,30,5,3,8,0,.233,.281,7,1,0,2,4,.567,.848,3%,3%,3%
2026-06-24,115,Ben Rice,NYY,"C,1B,DH",47445,55,6,4,8,0,.200,.279,11,0,0,6,15,.418,.697,99%,99%,100%
2026-06-24,116,Cole Young,SEA,2B,46287,50,6,3,6,0,.260,.302,13,1,0,2,4,.460,.762,10%,11%,9%
2026-06-24,117,Kody Clemens,MIN,"1B,2B,LF,CF,RF",10049,52,6,3,9,0,.212,.255,11,2,0,3,9,.423,.678,21%,27%,16%
2026-06-24,118,Vladimir Guerrero Jr.,TOR,"1B,DH",6050,41,6,1,7,1,.268,.296,11,1,0,2,4,.366,.661,99%,99%,100%
2026-06-24,119,Colson Montgomery,CWS,"3B,SS",44692,38,5,4,8,0,.184,.244,7,1,0,3,16,.526,.770,67%,91%,43%
2026-06-24,120,Jose Siri,LAA,"LF,CF",5727,37,6,2,7,1,.216,.302,8,0,0,4,9,.378,.681,1%,1%,0%
2026-06-24,121,Matt Olson,ATL,1B,5718,45,6,3,5,0,.267,.353,12,0,0,6,10,.467,.820,99%,99%,99%
2026-06-24,122,Junior Caminero,TB,3B,45016,50,4,2,7,0,.300,.346,15,2,0,4,15,.460,.806,99%,99%,100%
2026-06-24,123,Carson Benge,NYM,"LF,CF,RF",7354378,53,9,2,4,1,.226,.293,12,0,1,4,14,.377,.671,35%,47%,23%
2026-06-24,124,Alec Bohm,PHI,"1B,3B",7921,48,4,2,10,0,.250,.275,12,1,0,2,7,.396,.670,31%,44%,18%
2026-06-24,125,Matt Shaw,CHC,"2B,3B,RF,DH",47221,27,7,1,7,0,.296,.387,8,0,2,2,7,.556,.943,6%,9%,4%
2026-06-24,126,Michael Harris II,ATL,CF,43924,39,7,1,2,1,.333,.350,13,4,0,1,12,.513,.863,91%,95%,87%
2026-06-24,127,Lars Nootbaar,STL,"LF,CF,RF",44339,45,9,1,4,0,.289,.377,13,3,0,7,11,.422,.800,6%,5%,6%
2026-06-24,128,Nathan Church,STL,"LF,CF,RF",47315,37,8,0,2,1,.351,.429,13,3,1,5,10,.487,.915,2%,2%,1%
2026-06-24,129,Mauricio Dubon,ATL,"2B,3B,SS,LF,CF",6615,49,4,2,7,0,.286,.314,14,1,0,2,4,.429,.742,49%,38%,59%
2026-06-24,130,Leody Taveras,BAL,"CF,RF",39153,48,5,0,6,2,.271,.280,13,2,3,1,17,.438,.718,2%,2%,1%
2026-06-24,131,Jonathan Aranda,TB,1B,45018,47,4,1,7,0,.319,.396,15,1,0,4,9,.404,.801,63%,84%,41%
2026-06-24,132,Tyler Callihan,PIT,"2B,LF,RF",19848,31,6,2,5,0,.290,.389,9,0,1,4,11,.548,.937,1%,1%,1%
2026-06-24,133,Matt Chapman,SF,3B,6315,40,5,3,8,0,.200,.313,8,1,0,6,14,.450,.763,72%,81%,63%
2026-06-24,134,Jake Mangum,PIT,"LF,CF,RF",45619,47,4,0,4,2,.319,.333,15,4,0,1,6,.404,.738,4%,5%,3%
2026-06-24,135,Blaze Jordan,STL,"1B,3B",7389,39,5,1,9,0,.256,.279,10,2,1,2,4,.436,.715,11%,13%,10%
2026-06-24,136,JJ Bleday,CIN,"LF,CF,RF,DH",24863,44,8,3,7,0,.159,.309,7,2,0,8,11,.409,.718,52%,53%,51%
2026-06-24,137,Jo Adell,LAA,"LF,CF,RF",6899,60,10,0,4,0,.283,.328,17,6,0,3,13,.383,.712,59%,81%,37%
2026-06-24,138,Rafael Devers,SF,"1B,DH",5175,40,5,3,5,0,.250,.362,10,3,0,7,9,.550,.912,79%,94%,64%
2026-06-24,139,Luisangel Acuna,CWS,"2B,SS,CF",43726,23,1,1,4,3,.304,.304,7,0,0,0,5,.435,.739,1%,1%,1%
2026-06-24,140,Yandy Diaz,TB,"1B,DH",6677,47,6,0,6,0,.319,.448,15,2,0,9,10,.362,.810,94%,96%,91%
2026-06-24,141,Garrett Mitchell,MIL,"CF,RF",6859,42,8,2,3,0,.262,.296,11,2,0,2,12,.452,.748,5%,6%,3%
2026-06-24,142,Jordan Walker,STL,"LF,RF",43830,59,2,2,11,0,.237,.258,14,2,0,2,13,.373,.631,95%,95%,95%
2026-06-24,143,Jasson Dominguez,NYY,"LF,CF,RF,DH",8513,36,3,1,1,4,.250,.270,9,4,0,1,9,.444,.715,11%,15%,6%
2026-06-24,144,Riley Greene,DET,"LF,CF,RF,DH",19457,44,7,3,5,0,.205,.339,9,0,0,10,15,.409,.748,91%,97%,84%
2026-06-24,145,Alex Bregman,CHC,"3B,DH",5973,42,7,1,6,0,.262,.400,11,1,0,9,5,.357,.757,90%,92%,89%
2026-06-24,146,Isaac Collins,KC,"LF,RF",44316,43,6,0,7,1,.256,.319,11,4,0,3,6,.349,.668,1%,1%,1%
2026-06-24,147,William Contreras,MIL,"C,DH",7659,44,6,1,4,0,.318,.388,14,2,0,5,8,.432,.820,98%,98%,99%
2026-06-24,148,Taylor Ward,BAL,LF,6071,57,11,2,2,0,.228,.323,13,1,0,7,14,.351,.674,83%,87%,79%
2026-06-24,149,Michael Busch,CHC,1B,23859,43,4,2,6,1,.233,.400,10,1,0,10,8,.395,.795,63%,84%,42%
2026-06-24,150,Francisco Alvarez,NYM,"C,DH",43686,40,3,2,6,0,.300,.333,12,0,0,2,12,.450,.783,14%,18%,10%
2026-06-24,151,Colton Cowser,BAL,"LF,CF,RF",44669,39,6,2,5,1,.205,.326,8,0,0,6,13,.359,.685,8%,11%,4%
2026-06-24,152,Spencer Torkelson,DET,1B,43877,45,6,3,6,0,.200,.294,9,2,0,6,18,.444,.739,31%,42%,20%
2026-06-24,153,Cooper Pratt,MIL,SS,47211,23,2,0,2,4,.304,.370,7,0,0,3,5,.304,.675,5%,7%,4%
2026-06-24,154,Mark Vientos,NYM,"1B,3B,DH",6940,21,4,2,6,0,.286,.333,6,0,0,2,7,.571,.905,4%,5%,3%
2026-06-24,155,Brett Sullivan,COL,C,7838,18,4,3,4,0,.278,.300,5,0,0,1,2,.778,1.078,0%,0%,0%
2026-06-24,156,Gavin Sheets,SD,"1B,LF,RF,DH",43643,44,4,2,7,1,.205,.271,9,2,0,4,13,.386,.657,14%,13%,14%
2026-06-24,157,Troy Johnston,COL,"1B,LF,RF,DH",45280,34,5,1,6,0,.294,.405,10,4,0,5,3,.500,.905,10%,11%,10%
2026-06-24,158,Eugenio Suarez,CIN,"3B,DH",5332,46,3,3,9,0,.196,.196,9,2,0,0,20,.435,.630,61%,76%,45%
2026-06-24,159,Jonah Heim,ATH,"C,DH",6457,28,3,2,4,0,.357,.406,10,2,0,3,5,.643,1.049,1%,1%,1%
2026-06-24,160,Cedric Mullins II,TB,CF,7400,37,3,1,4,2,.270,.342,10,0,0,3,12,.351,.693,3%,4%,2%
2026-06-24,161,Brice Turang,MIL,2B,6817,51,5,1,5,2,.216,.245,11,3,0,2,21,.333,.579,99%,99%,98%
2026-06-24,162,Jared Triolo,PIT,"1B,2B,3B,SS",44918,39,4,0,3,3,.256,.356,10,3,0,5,11,.333,.689,1%,1%,0%
2026-06-24,163,Nate Eaton,BOS,"3B,CF,RF",45484,12,3,1,3,2,.333,.467,4,2,0,3,3,.750,1.217,0%,0%,0%
2026-06-24,164,Kerry Carpenter,DET,"LF,RF,DH",45596,34,5,2,7,0,.206,.308,7,1,0,3,9,.412,.720,25%,39%,10%
2026-06-24,165,Jorbit Vivas,WSH,"2B,3B",44615,19,3,1,5,0,.421,.476,8,0,0,2,1,.579,1.055,0%,0%,0%
2026-06-24,166,Isaac Paredes,HOU,"1B,3B,DH",10050,41,4,1,6,0,.293,.442,12,2,0,7,10,.415,.857,42%,49%,34%
2026-06-24,167,Braden Montgomery,CWS,"CF,RF",44743,44,7,1,5,0,.250,.313,11,5,0,4,13,.432,.744,15%,19%,11%
2026-06-24,168,Keibert Ruiz,WSH,C,6912,32,5,1,2,1,.313,.353,10,1,0,1,3,.438,.790,14%,15%,14%
2026-06-24,169,Alex Call,LAD,"LF,CF,RF",8208,24,6,1,2,1,.292,.414,7,0,0,4,6,.417,.831,0%,0%,0%
2026-06-24,170,Jeremiah Jackson,BAL,"2B,3B,RF",43690,20,4,1,4,1,.300,.300,6,1,0,0,3,.500,.800,7%,5%,8%
2026-06-24,171,Ryan O'Hearn,PIT,"1B,LF,RF,DH",6681,55,3,2,8,0,.236,.236,13,2,0,0,17,.382,.618,60%,57%,63%
2026-06-24,172,Kevin McGonigle,DET,"3B,SS",47220,48,7,2,4,0,.229,.362,11,3,0,10,7,.417,.779,92%,92%,93%
2026-06-24,173,Miguel Rojas,LAD,"2B,3B,SS",5504,17,4,1,4,0,.412,.450,7,2,0,2,1,.706,1.156,1%,1%,1%
2026-06-24,174,Jordan Lawlar,ARI,"3B,LF,CF",44664,20,3,0,2,3,.300,.417,6,1,0,2,4,.350,.767,5%,7%,3%
2026-06-24,175,Curtis Mead,WSH,"1B,2B,3B",39303,42,5,3,8,0,.143,.217,6,0,0,3,10,.357,.575,13%,18%,7%
2026-06-24,176,Colt Emerson,SEA,"3B,SS",47193,34,4,2,6,1,.177,.222,6,0,0,2,13,.353,.575,17%,21%,13%
2026-06-24,177,Max Muncy,ATH,"2B,3B,SS",44711,26,3,2,8,0,.192,.267,5,1,0,3,6,.462,.728,5%,6%,3%
2026-06-24,178,Nick Gonzales,PIT,"2B,3B,SS",43874,51,6,1,4,1,.235,.278,12,0,1,1,11,.333,.611,16%,23%,10%
2026-06-24,179,Nicky Lopez,TEX,"2B,3B,SS",7530,37,3,0,2,2,.324,.375,12,1,0,2,2,.351,.726,0%,0%,0%
2026-06-24,180,Miguel Vargas,CWS,"1B,3B",8301,48,5,2,4,1,.208,.240,10,2,0,2,9,.375,.615,90%,91%,90%
2026-06-24,181,Blake Dunn,CIN,"LF,CF,RF",47530,41,7,0,0,3,.220,.319,9,2,0,5,8,.268,.587,1%,1%,1%
2026-06-24,182,Alika Williams,ATH,"2B,3B,SS",43800,19,3,1,2,0,.474,.500,9,4,0,1,3,.842,1.342,0%,0%,0%
2026-06-24,183,Jackson Holliday,BAL,"2B,SS",46268,33,5,2,6,0,.182,.222,6,1,0,2,12,.394,.616,30%,30%,29%
2026-06-24,184,Jonny DeLuca,TB,"LF,CF,RF",45829,14,2,2,3,1,.286,.333,4,1,0,1,4,.786,1.119,1%,1%,1%
2026-06-24,185,Joc Pederson,TEX,DH,4769,43,5,2,3,0,.256,.319,11,0,1,3,11,.442,.761,2%,3%,1%
2026-06-24,186,Jacob Wilson,ATH,SS,47235,38,5,1,7,0,.211,.302,8,2,0,5,4,.342,.644,58%,64%,53%
2026-06-24,187,Trea Turner,PHI,SS,5828,48,9,0,2,1,.229,.275,11,2,0,1,15,.271,.545,90%,98%,83%
2026-06-24,188,Tommy Troy,ARI,"2B,LF",47213,38,7,2,4,0,.184,.262,7,0,1,4,11,.395,.657,1%,1%,1%
